cp,negocios_estimados,area_km2,densidad_negocios_km2,sector_principal,lat,lon
79471,515,48.749,10.6,Servicios,22.175924070057082,-100.19202553886393
79453,275,74.901,3.7,Servicios,22.38980223433345,-100.11507993711645
79224,527,64.797,8.1,Servicios,22.050098768614294,-98.58485924602219
79223,588,53.35,11.0,Comercio,22.07542908455772,-98.53774288882359
79454,544,44.685,12.2,Salud y educación,22.327687159421927,-100.11817460490457
79473,493,43.958,11.2,Industria manufacturera,22.22581529708104,-100.17572432790283
79227,270,65.165,4.1,Salud y educación,21.912027005588126,-98.86035204658539
79229,285,159.063,1.8,Comercio,21.838339447182634,-98.75228831031271
79467,397,35.569,11.2,Servicios,22.187233090971155,-100.31015590704466
79470,549,44.113,12.4,Comercio,22.15420478841381,-100.26363030366029
79466,758,45.223,16.8,Salud y educación,22.215206347084514,-100.25819497842419
79450,460,52.184,8.8,Comercio,22.400208448866668,-100.03733416174218
79618,3200,1.037,3084.6,Servicios,21.938890421433523,-100.00470528544686
79619,3200,0.581,5508.6,Servicios,21.939788585274805,-99.99232156797099
79577,368,53.874,6.8,Alimentos y bebidas,21.850033662113905,-100.30502724129022
79620,3200,0.611,5234.7,Comercio,21.919827759642722,-99.996087869519
78150,3200,0.953,3357.1,Servicios,22.166343021835676,-101.01129463708476
78153,3200,1.372,2332.6,Servicios,22.160029479885402,-101.00957042392717
79455,780,37.368,20.9,Alimentos y bebidas,22.285167202370065,-100.16288840936673
78165,3200,0.091,35203.4,Alimentos y bebidas,22.1618746731502,-100.99987983692847
78170,3200,0.955,3350.2,Salud y educación,22.1673514235136,-100.99433695184607
78173,3200,0.161,19831.3,Alimentos y bebidas,22.17018527441408,-100.98934542757848
78175,3200,0.243,13182.9,Comercio,22.16333058570905,-100.99730482487665
78176,3200,0.272,11776.7,Salud y educación,22.167387332410954,-101.00372109396686
78177,3200,0.051,62928.9,Comercio,22.15686740616172,-100.99624150174114
79760,3200,1.116,2867.4,Comercio,21.622252809123125,-99.0188075656364
79766,387,83.448,4.6,Servicios,21.591353018884362,-99.04964222511008
79654,3200,1.427,2242.3,Comercio,21.95455211544203,-100.00783634503871
78174,3200,0.823,3886.1,Industria manufacturera,22.171402980756458,-100.98167693842878
79650,3200,1.026,3119.2,Comercio,21.94338920232631,-100.01157997048459
79773,517,68.806,7.5,Comercio,21.65236883007011,-99.06218087427514
78178,3200,0.144,22293.6,Industria manufacturera,22.157702103080407,-100.99828621633894
78180,2484,4.166,596.3,Servicios,22.163775607899055,-101.02958017271197
79653,2912,2.533,1149.6,Alimentos y bebidas,21.957852707684523,-100.0269314178402
78200,3200,0.788,4062.8,Servicios,22.153115414149113,-101.00682001166439
78209,3200,0.064,50081.2,Servicios,22.153734713643146,-101.01681020549198
79363,3200,0.126,25344.2,Alimentos y bebidas,22.131192638957334,-99.60135544647073
79664,3200,1.332,2401.9,Servicios,21.928289312042637,-100.05296220502588
79935,3200,0.63,5083.1,Servicios,21.3954075208066,-98.87216630465916
79508,673,39.591,17.0,Servicios,21.708150791040232,-100.88551061020792
79504,727,31.159,23.3,Comercio,21.746736850038175,-100.85820081929279
78450,2157,3.182,677.8,Salud y educación,22.39791173192211,-101.16564640377263
78210,3200,1.023,3128.6,Industria manufacturera,22.142921891672135,-101.02118652541627
78490,1313,10.559,124.4,Alimentos y bebidas,21.905619811464515,-101.37847294673172
78973,317,185.808,1.7,Alimentos y bebidas,22.578272577411983,-100.65706410306387
78937,177,255.155,0.7,Comercio,22.86947803394783,-101.17608905018903
78213,3200,0.553,5784.5,Alimentos y bebidas,22.15225627573649,-101.02190311273904
78214,3200,1.015,3152.6,Comercio,22.130789583159128,-101.02510297267199
78485,3200,0.084,37880.4,Industria manufacturera,22.265369134612047,-101.10976634412334
78480,3200,0.737,4339.6,Salud y educación,22.269414068033395,-101.11427050492503
79500,965,21.264,45.4,Servicios,21.806544453353887,-100.940078586475
78219,3200,0.279,11475.7,Industria manufacturera,22.14849984321708,-101.01902295459624
78220,3200,0.248,12893.1,Servicios,22.150503069439505,-101.01111351177465
78230,3200,0.263,12172.1,Salud y educación,22.159022295289265,-100.98786540081997
78233,3200,0.056,57418.6,Alimentos y bebidas,22.149594998473248,-100.98646605660005
78234,3200,0.011,289817.2,Servicios,22.153856260214766,-100.98610413240715
78235,3200,0.024,131912.8,Servicios,22.160274253439418,-100.99384393010979
78236,3200,0.002,1404511.8,Alimentos y bebidas,22.154479653714162,-100.99233163256224
78238,3200,0.024,132460.9,Comercio,22.158335212218358,-100.99328864504177
78239,3200,0.127,25288.0,Servicios,22.159996185143434,-100.99444999953876
78240,3200,0.562,5692.8,Salud y educación,22.144692504890813,-101.01310399229571
78964,3154,0.791,3988.3,Servicios,22.450308726720834,-100.67444650838515
78250,2223,1.957,1136.2,Comercio,22.1525094297244,-100.99287965759147
78260,3200,0.235,13615.5,Alimentos y bebidas,22.145715351471416,-100.99395379016684
78268,3200,0.082,38938.0,Industria manufacturera,22.142298774184933,-101.00200721570567
78269,3184,0.808,3940.3,Servicios,22.139515604047375,-100.99614671689802
78270,3200,0.971,3296.8,Servicios,22.145133609923022,-101.0040916619128
78280,3093,2.186,1415.0,Servicios,22.139335069105037,-100.98503176807245
78290,3200,0.446,7174.0,Alimentos y bebidas,22.139502177757066,-101.0129346426763
78294,1181,5.434,217.4,Servicios,22.12862457855911,-101.00459604908978
78298,3200,0.031,101831.3,Comercio,22.139105987250318,-101.01265793292117
78300,3200,0.699,4575.1,Servicios,22.160679314714976,-100.96113207758306
79624,3012,3.684,817.5,Comercio,21.94181401552331,-99.98132257017187
78307,3200,0.02,158770.2,Industria manufacturera,22.15766189364176,-100.96742119976325
78308,3200,0.057,56408.3,Servicios,22.168121343362305,-100.96217230796869
78309,3200,1.389,2304.3,Industria manufacturera,22.165259097088672,-100.96515677231314
78310,2732,0.788,3466.6,Servicios,22.153902172951366,-100.96433468489147
78318,3200,0.094,34109.1,Salud y educación,22.15588751301852,-100.95883111939348
78320,3200,0.974,3284.6,Alimentos y bebidas,22.147086243446022,-100.96114372218851
78328,3200,0.156,20576.6,Servicios,22.140041283720546,-100.95805212437358
78330,3200,0.42,7627.2,Servicios,22.138663599754878,-100.97827882831484
78338,3200,0.063,50967.4,Industria manufacturera,22.137289120167203,-100.97868620871063
78339,3200,0.501,6382.1,Alimentos y bebidas,22.14330212176215,-100.97708695672279
78319,3200,0.106,30306.5,Salud y educación,22.15839220845812,-100.95799490006274
79644,191,348.932,0.5,Comercio,21.974552120966464,-99.86839095582441
78340,3200,0.809,3954.6,Servicios,22.138820960609234,-100.96774489358306
78349,3200,0.83,3857.2,Comercio,22.14556552276809,-100.96978703452773
78350,3200,0.734,4362.6,Industria manufacturera,22.135218994494835,-100.96226505082625
78356,3200,0.096,33242.9,Comercio,22.134030704963767,-100.96947781101409
78358,3200,0.075,42949.5,Salud y educación,22.13092292727565,-100.97048196006658
78359,3200,0.388,8237.4,Salud y educación,22.13236107625253,-100.97350989943783
78360,3200,1.71,1871.2,Comercio,22.122287351869748,-100.97477907863886
79613,2031,6.116,332.1,Servicios,21.919822379353032,-99.96254136977056
78363,3200,0.179,17903.6,Industria manufacturera,22.122004962727672,-100.98415493127332
78365,3200,0.057,56090.6,Comercio,22.110839931017885,-100.97329550259296
78367,3200,0.023,140945.6,Comercio,22.12061287640143,-100.97181216703207
78368,3200,0.047,68511.3,Alimentos y bebidas,22.129777001895924,-100.97596374173881
78369,3200,1.046,3060.3,Salud y educación,22.128235203281836,-100.9872630719351
78370,3200,1.256,2547.1,Alimentos y bebidas,22.12523461325292,-100.94947188057913
78377,3200,0.714,4482.2,Alimentos y bebidas,22.127269898583762,-100.94152450910784
78378,2537,0.808,3141.4,Servicios,22.133270184237894,-100.94890518667893
78379,3200,0.244,13102.8,Industria manufacturera,22.133374727939945,-100.95649268009065
78384,3200,1.097,2916.1,Servicios,22.107114123549128,-100.95475750017579
78385,3200,1.942,1647.8,Salud y educación,22.114232870836876,-100.94599258765216
78387,3200,0.325,9854.8,Comercio,22.12720371552086,-100.96515040625371
78388,3200,0.119,26805.0,Alimentos y bebidas,22.129740824515878,-100.9639513150216
79962,1088,12.932,84.1,Salud y educación,21.303034266685508,-98.75199530407869
79964,630,17.984,35.0,Comercio,21.27435538473016,-98.81789133232289
79965,1455,11.203,129.9,Salud y educación,21.260561818659617,-98.86021320048431
79966,472,36.369,13.0,Servicios,21.22765096517342,-98.87498740218666
79967,376,37.512,10.0,Salud y educación,21.28026624495895,-98.89455799801176
79980,3200,0.918,3487.2,Servicios,21.20952035137522,-98.67124280638095
79983,610,13.837,44.1,Alimentos y bebidas,21.302774673815062,-98.69608489065335
79984,620,14.954,41.5,Servicios,21.247747989107143,-98.6884569767795
79985,1075,15.668,68.6,Industria manufacturera,21.2161634861313,-98.69511088892334
79986,1210,18.281,66.2,Servicios,21.205775225853998,-98.65154819297203
79990,1357,11.385,119.2,Comercio,21.185342447228436,-98.85258618952427
79993,934,13.196,70.8,Comercio,21.205543165692703,-98.80063272769374
79994,957,14.462,66.2,Servicios,21.20118705073249,-98.7682757476196
79995,1662,10.34,160.7,Comercio,21.175369912219423,-98.81082604080946
79996,989,10.92,90.6,Servicios,21.204730921752336,-98.83640477516593
79998,1165,19.706,59.1,Alimentos y bebidas,21.195241475173177,-98.72158190615266
78389,3200,0.52,6158.8,Industria manufacturera,22.126761514948875,-100.95807824753831
78527,2058,3.943,521.9,Salud y educación,23.825389954745685,-100.74319811864196
79963,955,11.352,84.1,Servicios,21.280144588709565,-98.77575039600994
79982,842,9.837,85.6,Comercio,21.23288218412809,-98.74876684287523
79987,1403,12.356,113.6,Servicios,21.242819808544137,-98.72369996610588
78403,426,83.179,5.1,Industria manufacturera,22.512006934315234,-101.08061301382472
79988,802,23.857,33.6,Comercio,21.275527918146167,-98.72777603539885
79997,840,28.964,29.0,Comercio,21.237579542571073,-98.80282873626874
78405,309,51.463,6.0,Servicios,22.490373716240693,-101.01361355217044
78534,126,225.286,0.6,Alimentos y bebidas,24.101046593804345,-100.61355191678621
78965,2828,1.133,2496.1,Comercio,22.448894723448177,-100.6852791609555
78410,396,126.797,3.1,Comercio,22.425066462862546,-100.85835344112849
79370,198,122.41,1.6,Salud y educación,22.162560268859583,-99.67858634478996
78974,175,101.158,1.7,Alimentos y bebidas,22.718748908129026,-100.63352533738058
78404,369,39.314,9.4,Comercio,22.58360665334461,-101.04487108298879
79161,3200,0.203,15763.3,Comercio,22.211651874767224,-98.3817114609484
78977,356,115.103,3.1,Comercio,22.8060368744244,-100.63022336330894
78975,151,137.416,1.1,Alimentos y bebidas,22.816409726397,-100.74559909125792
78525,1286,5.104,251.9,Comercio,23.802996153057208,-100.72532349294154
78400,254,83.632,3.0,Comercio,22.548031950176465,-100.97507054497277
78966,277,204.09,1.4,Servicios,22.413240565080784,-100.58402079510337
78398,2242,4.588,488.7,Servicios,22.108787655050236,-100.93716755791573
79543,3200,0.263,12150.2,Servicios,22.034520933886686,-100.73716065728057
78407,240,78.063,3.1,Servicios,22.61908971648543,-100.95255755347813
79929,806,38.28,21.1,Comercio,21.46164904663932,-99.094678089047
79915,1042,19.449,53.6,Alimentos y bebidas,21.474260708447513,-99.0090578431426
79920,516,46.993,11.0,Servicios,21.307081343031996,-99.0561604453903
79376,548,78.837,7.0,Comercio,22.088487185963317,-99.64390753150693
79907,552,38.531,14.3,Servicios,21.331502092123397,-98.98473532757347
79908,2351,3.863,608.6,Servicios,21.338247758173797,-98.88699105615012
79905,1317,14.986,87.9,Comercio,21.36357757670234,-98.9226661963289
79913,625,12.648,49.4,Servicios,21.441341211823655,-98.99725774511707
79926,482,19.417,24.8,Comercio,21.4096394610498,-99.02767185416732
79910,1257,11.134,112.9,Servicios,21.412491733311864,-98.99142137500792
79916,982,10.091,97.3,Salud y educación,21.44344046731709,-98.95942778625634
79374,328,108.71,3.0,Servicios,22.07267104506296,-99.54742020762231
79903,1860,5.231,355.6,Comercio,21.37976686517671,-98.9530336091874
79906,1241,12.63,98.3,Alimentos y bebidas,21.343797551003806,-98.95357617671215
79904,1534,7.972,192.4,Alimentos y bebidas,21.361423482511846,-98.94263060143953
79923,728,34.259,21.2,Comercio,21.34215470219503,-99.09363394233978
79925,785,19.388,40.5,Comercio,21.354255869100218,-99.02326057277537
79924,715,18.478,38.7,Servicios,21.37292534320884,-99.07072292053435
79927,573,32.115,17.8,Comercio,21.40145004226113,-99.06169903107238
79928,629,27.703,22.7,Industria manufacturera,21.45147533700386,-99.0440647847007
79917,804,16.021,50.2,Comercio,21.41308394602406,-98.96184614942187
79545,3200,0.839,3814.0,Comercio,22.039183334884736,-100.72587354766023
78983,385,127.077,3.0,Comercio,22.306493439539228,-100.75437622062343
79604,152,172.524,0.9,Industria manufacturera,21.901721775708605,-100.09027415150784
79544,3200,1.072,2984.4,Servicios,22.04194865500411,-100.73413522157685
79636,219,247.84,0.9,Servicios,22.126157275319404,-99.938615683567
79900,2355,2.076,1134.4,Comercio,21.384712422755467,-98.99241881687651
79460,1428,5.411,263.9,Industria manufacturera,22.322736865106982,-100.27022186912254
79555,422,96.375,4.4,Alimentos y bebidas,21.971483606417124,-100.65589264887825
79550,533,60.312,8.8,Salud y educación,21.94874352333732,-100.55787949959418
79463,563,45.656,12.3,Servicios,22.342198657237038,-100.3010922804027
79464,384,88.096,4.4,Comercio,22.342650883697903,-100.2208218259335
79465,449,75.141,6.0,Comercio,22.273430261001312,-100.25164342459821
79635,216,94.545,2.3,Alimentos y bebidas,22.170077966784067,-100.11809332553685
79640,269,115.485,2.3,Alimentos y bebidas,22.086802707452986,-100.05372000036631
79676,308,130.614,2.4,Alimentos y bebidas,22.016116744719103,-100.02494530702683
79625,2888,3.313,871.8,Salud y educación,21.90839038142079,-100.00342777600095
79901,1610,9.256,173.9,Servicios,21.38660349558987,-98.96482490524178
78553,3200,0.095,33751.3,Comercio,23.694706548844923,-100.88944615466764
79304,3200,0.416,7694.9,Alimentos y bebidas,22.528935112696647,-99.32725333620232
78550,3200,0.216,14781.6,Comercio,23.690547596511248,-100.8872235808635
78555,3200,0.136,23522.4,Comercio,23.68775835256553,-100.88756300447471
79303,2592,1.78,1456.3,Comercio,22.533371531564576,-99.33370274446587
79300,3200,0.3,10673.7,Servicios,22.522500730507794,-99.3246219860154
79316,225,170.198,1.3,Comercio,22.443012956218556,-99.30320757949205
79313,328,127.911,2.6,Comercio,22.663399928565138,-99.48650410609805
79307,3200,1.013,3159.7,Comercio,22.51894176269488,-99.33462395911305
79306,3200,1.134,2820.7,Comercio,22.51752782013016,-99.326105738345
79305,3200,0.934,3425.0,Industria manufacturera,22.52302366359643,-99.31672345974782
79317,382,119.502,3.2,Servicios,22.344600050839865,-99.27487758670755
79318,247,69.443,3.6,Comercio,22.25134573850057,-99.32469357201211
79315,164,178.14,0.9,Servicios,22.511523887149988,-99.41712086170509
79314,306,154.441,2.0,Comercio,22.591848229246438,-99.36655284976602
79373,396,95.239,4.2,Servicios,22.15935519181961,-99.5559360333655
78790,3200,1.206,2653.2,Comercio,23.630705259409563,-100.64883584745003
79665,2964,2.799,1059.1,Comercio,21.938975229581057,-100.04951239741878
79130,3200,0.064,49649.5,Comercio,22.21579337733353,-98.36737889838545
79970,3200,1.52,2105.0,Servicios,21.335381865658963,-98.82600483460762
79162,3200,0.154,20729.1,Comercio,22.21103499862443,-98.37594097279866
79973,729,19.94,36.6,Servicios,21.355691230670942,-98.79695827179857
79974,437,19.373,22.6,Comercio,21.325699877570912,-98.78575810560932
79975,769,12.217,62.9,Comercio,21.298773778047714,-98.81870142023455
79976,978,8.738,111.9,Comercio,21.31956091632174,-98.82920985164851
78968,165,113.917,1.4,Industria manufacturera,22.50383100494811,-100.56323708180764
79978,542,21.117,25.7,Servicios,21.35207034966966,-98.846929537556
79891,1307,11.53,113.4,Servicios,21.51956721933439,-98.9778945388056
79502,548,66.866,8.2,Alimentos y bebidas,21.82100673522186,-100.88440714439793
79883,1512,2.474,611.3,Alimentos y bebidas,21.566678786574926,-98.96137191401621
79884,1199,3.449,347.7,Comercio,21.553418085315432,-98.95360528938984
79785,538,77.548,6.9,Alimentos y bebidas,21.584367693301463,-99.52549635448153
79885,2109,3.971,531.1,Servicios,21.536205531483986,-98.95844946286108
79787,525,60.969,8.6,Servicios,21.626589429849908,-99.594812046466
79780,3200,0.524,6109.6,Comercio,21.589127705402934,-99.56707497758735
79830,3200,0.406,7889.0,Alimentos y bebidas,21.619127619494627,-98.90249904559653
79977,664,34.73,19.1,Alimentos y bebidas,21.315204928122714,-98.89276435607104
79824,715,46.045,15.5,Comercio,21.693432295264408,-98.6148861763926
78535,310,191.107,1.6,Comercio,23.95500910710929,-100.59800946817168
78533,212,264.044,0.8,Servicios,23.980332899013053,-100.7255867317351
79503,382,64.656,5.9,Comercio,21.827547764587607,-100.82851369448827
78520,1193,7.291,163.6,Comercio,23.8249184596301,-100.72771651471557
78530,187,143.259,1.3,Servicios,23.859723560138498,-100.77994102735848
79110,2224,1.382,1609.8,Servicios,22.228327248071025,-98.36507770998797
79160,3200,0.256,12500.7,Comercio,22.215053484745287,-98.37747126650392
79833,2750,3.084,891.7,Alimentos y bebidas,21.620960685272358,-98.91254805410816
79832,1377,12.232,112.6,Comercio,21.635934987482177,-98.89072469037993
79836,546,19.368,28.2,Comercio,21.600424327343767,-98.873822715745
78784,3200,0.358,8948.8,Alimentos y bebidas,23.643640513707748,-100.66258964040946
79740,2648,2.974,890.3,Comercio,21.84552406462279,-99.64253797635371
79744,739,35.881,20.6,Servicios,21.873526051042326,-99.65963479905452
79747,456,84.224,5.4,Alimentos y bebidas,21.82587421973883,-99.73261662598041
79746,408,63.447,6.4,Salud y educación,21.80166681685499,-99.65444426582019
79756,483,56.966,8.5,Industria manufacturera,21.870975242320153,-99.5766459265092
79394,540,51.036,10.6,Alimentos y bebidas,21.968551921915456,-99.60000845722566
78958,430,77.666,5.5,Comercio,22.558064299255342,-100.80871027094238
79850,2278,1.161,1962.2,Servicios,21.559474132426416,-98.81719100697299
78630,3200,0.927,3451.7,Comercio,23.324779663761436,-101.73836637572943
78640,112,267.945,0.4,Servicios,23.37283274233151,-101.82975118270852
78638,130,386.662,0.3,Servicios,23.27680832597865,-101.64268767459203
78643,98,340.247,0.3,Alimentos y bebidas,23.24947415584036,-101.90970511563697
79857,539,16.336,33.0,Alimentos y bebidas,21.58552929965514,-98.83381406057552
79854,1018,22.357,45.5,Servicios,21.608431121285175,-98.81018063350528
79853,501,48.314,10.4,Servicios,21.56477269417135,-98.7441864447124
79856,702,28.36,24.8,Alimentos y bebidas,21.554025723262377,-98.84808540862706
79395,450,103.971,4.3,Servicios,21.932976036714912,-99.71162497530554
79600,300,194.106,1.5,Industria manufacturera,21.81275038136478,-99.97624406896489
78850,3200,1.058,3024.4,Servicios,23.372773727937926,-100.75928940543143
78854,209,112.328,1.9,Comercio,23.31234832056839,-100.73444090366927
78853,236,79.324,3.0,Alimentos y bebidas,23.393705635896644,-100.70426058975619
78566,288,97.281,3.0,Industria manufacturera,23.550051436490552,-100.85870705442852
78484,3200,0.27,11857.1,Comercio,22.273271968867462,-101.11059267068758
78463,440,36.679,12.0,Servicios,22.354658015740753,-101.02702758926544
78960,3200,0.634,5050.6,Servicios,22.445309651592446,-100.67996227768633
78840,207,116.411,1.8,Servicios,23.435320987257736,-100.82437212367363
78855,262,101.856,2.6,Servicios,23.352889163729813,-100.84740839489356
78593,3200,0.35,9135.2,Servicios,23.139717009384704,-101.1127469102793
78590,3200,0.244,13099.3,Industria manufacturera,23.129602934641884,-101.1139348906197
78594,3200,0.181,17720.7,Comercio,23.11984112583572,-101.11114022811124
78595,3200,1.436,2229.1,Comercio,23.123601562162357,-101.10750060475063
78597,3200,1.737,1842.6,Industria manufacturera,23.133371242601854,-101.11485315744557
78596,3200,1.021,3134.1,Alimentos y bebidas,23.127009077282022,-101.11993135137197
78583,269,107.752,2.5,Servicios,23.18496179408087,-101.11917935996571
78570,344,44.285,7.8,Comercio,23.11186338027998,-101.09291244802459
78573,541,81.165,6.7,Industria manufacturera,23.082368446652907,-101.14929214928111
79790,3200,0.347,9228.4,Servicios,21.6553661003944,-99.49694664980056
79793,453,108.115,4.2,Comercio,21.670329053048913,-99.44883959045592
78793,1784,3.78,471.9,Alimentos y bebidas,23.61569736410928,-100.64979817844623
79440,3200,0.254,12580.3,Industria manufacturera,22.43320151833744,-100.28415467396539
79442,3200,1.127,2839.6,Industria manufacturera,22.44164428958342,-100.28395573422648
79122,3200,0.6,5331.8,Servicios,22.228830563591277,-98.38341552633513
78505,195,335.805,0.6,Servicios,23.95068360123398,-101.05982280307481
78963,2789,1.629,1712.3,Servicios,22.460513272166672,-100.67378415416906
78967,144,237.838,0.6,Comercio,22.455500202507217,-100.71282359107339
78506,309,219.836,1.4,Servicios,23.852175219486764,-101.08721947232311
78500,2941,1.104,2662.8,Comercio,23.884262519647375,-100.9509678824532
79523,295,49.048,6.0,Alimentos y bebidas,21.90973442935157,-100.83221515159619
79736,329,43.074,7.6,Alimentos y bebidas,21.91986379556147,-99.34430111099205
79725,896,27.438,32.7,Alimentos y bebidas,21.966850291177934,-99.33376723416492
78554,3200,0.046,69362.0,Comercio,23.690254276734965,-100.88379667120842
78563,383,117.55,3.3,Comercio,23.730033628311656,-100.85489436571999
78692,246,139.111,1.8,Comercio,22.879791632958504,-101.80852848926513
78691,402,117.423,3.4,Alimentos y bebidas,22.803748634493143,-101.84437705190034
78673,381,125.56,3.0,Comercio,23.082699034076846,-101.98581399295685
78670,1730,4.487,385.5,Servicios,23.03241418144093,-102.0354489484831
78665,372,108.57,3.4,Comercio,22.98322403173551,-102.05448074345381
78564,283,122.144,2.3,Comercio,23.651298704518837,-100.91425497635488
79483,398,106.787,3.7,Servicios,22.263668356828713,-100.47845534814604
79480,867,18.653,46.5,Comercio,22.25688567156486,-100.56803423521393
79525,975,22.752,42.9,Servicios,21.942701200411204,-100.8746185064714
78660,333,166.453,2.0,Servicios,23.04042375408276,-102.1839531984161
78671,379,150.929,2.5,Salud y educación,23.10123303959135,-102.09909010474955
78680,306,109.126,2.8,Comercio,22.889976240229352,-102.12543893229463
78681,1851,3.571,518.4,Servicios,22.797479683545056,-102.0357214759716
78683,388,148.49,2.6,Alimentos y bebidas,22.723184101149087,-101.97795719976915
78684,400,113.659,3.5,Comercio,22.814888095288822,-102.09045038620097
78689,271,88.874,3.0,Industria manufacturera,22.95500843673745,-102.14916564729329
78693,365,148.048,2.5,Servicios,22.944866367657852,-101.74431221517071
78694,155,169.346,0.9,Alimentos y bebidas,22.94297983539191,-101.91947307147086
78695,285,225.53,1.3,Comercio,22.905358489293672,-101.62275234252579
78696,348,139.369,2.5,Comercio,23.041867415357967,-101.90254248450154
78698,304,214.048,1.4,Comercio,23.026232529309432,-101.73199950907197
79484,528,38.881,13.6,Salud y educación,22.216066204440146,-100.51250349590397
78796,1765,2.764,638.6,Servicios,23.623826887492427,-100.63764656686499
78699,350,69.287,5.1,Comercio,22.847610727153118,-101.51823593304896
78399,1397,2.702,517.1,Servicios,22.138271030731932,-100.94469423384345
78135,3200,0.364,8782.2,Salud y educación,22.18037141910853,-101.02975720654814
78626,3200,0.037,86872.6,Comercio,22.62126305676241,-101.71317902350346
78136,3200,1.491,2146.9,Alimentos y bebidas,22.173544778132943,-101.02376191363811
78798,2764,2.728,1013.3,Alimentos y bebidas,23.632723616947047,-100.66072283649622
79521,314,51.744,6.1,Comercio,21.967361417324263,-100.93302330034302
79526,1016,21.688,46.8,Industria manufacturera,21.97436147501088,-100.86364061026782
79938,396,34.05,11.6,Industria manufacturera,21.45654884914787,-98.90715089480857
79716,3200,0.2,15977.6,Comercio,21.9143847209666,-99.39158241854697
79726,198,101.676,1.9,Comercio,22.048479002229417,-99.36867479960105
79732,476,86.537,5.5,Servicios,21.794813761663317,-99.22515816780343
79482,924,22.393,41.3,Servicios,22.203405306430525,-100.55536939997398
79720,268,64.089,4.2,Comercio,22.102639075081118,-99.30849061549928
79143,3200,0.016,200143.8,Comercio,22.20796830579158,-98.38379923009171
79721,386,66.421,5.8,Alimentos y bebidas,22.028700696489437,-99.29807565252845
79709,297,114.323,2.6,Comercio,21.716144422252793,-99.24801907381891
79722,515,82.308,6.3,Servicios,22.179461425540303,-99.35836065255091
79183,3200,0.137,23339.3,Servicios,22.212883176479433,-98.3590630234747
78609,233,115.099,2.0,Comercio,22.558487799503617,-101.69011114287157
78801,360,76.719,4.7,Servicios,23.739653731835595,-100.51718638095913
78804,507,27.907,18.2,Servicios,23.719373464271285,-100.66811150797272
78943,3200,0.237,13495.3,Comercio,22.650103687515045,-100.84603858277579
78601,374,160.107,2.3,Comercio,22.75794355919172,-101.66063418827933
78725,1963,4.167,471.1,Servicios,23.679147262314917,-100.6499759687659
78536,322,213.123,1.5,Servicios,23.819752394925366,-100.6252971796791
78537,275,116.158,2.4,Servicios,23.755094652925305,-100.7457237757439
79731,545,51.12,10.7,Salud y educación,21.923121455617153,-99.28120623597935
79735,417,41.052,10.2,Comercio,21.842649611824186,-99.3222948108577
79734,682,42.405,16.1,Comercio,21.830824293458843,-99.28563286294944
79446,3200,0.985,3250.1,Servicios,22.42625580306115,-100.29091479403057
79447,3200,0.964,3318.6,Industria manufacturera,22.437381249394114,-100.294001523104
79433,444,43.391,10.2,Comercio,22.42772862673643,-100.35059140613613
79435,696,28.391,24.5,Alimentos y bebidas,22.399388219854117,-100.30927642007772
78730,2938,0.977,3008.4,Alimentos y bebidas,23.655621256577103,-100.65960590296254
79427,551,37.751,14.6,Industria manufacturera,22.471856659070646,-100.3154249709509
79406,568,47.11,12.1,Alimentos y bebidas,22.456183828437847,-100.24038005159893
79445,2489,0.973,2557.7,Alimentos y bebidas,22.42126567492803,-100.28346088566495
78750,3200,0.444,7201.8,Comercio,23.655043069257147,-100.64991898690012
79200,3200,0.353,9072.7,Comercio,22.00309830118719,-98.77754106228966
79202,3200,0.575,5561.8,Salud y educación,22.00554045193833,-98.77057092022811
78524,1683,5.414,310.9,Salud y educación,23.82058487711248,-100.70854137579936
78604,321,115.549,2.8,Comercio,22.61043950616061,-101.80776184574415
78970,396,108.229,3.7,Comercio,22.502698264913672,-100.86563163098867
79204,3200,0.38,8428.3,Alimentos y bebidas,22.000831006816565,-98.78716675280425
78439,272,248.941,1.1,Comercio,22.293451323004636,-100.83909509162295
78430,554,17.799,31.1,Servicios,22.203324159312338,-100.92583046418974
78720,3200,1.846,1733.8,Industria manufacturera,23.666413634423307,-100.65883647221519
79380,3200,0.094,34025.6,Servicios,21.99764815600427,-99.6397082175553
78700,3200,2.459,1301.4,Servicios,23.646235037882633,-100.6430453695147
79140,3200,0.923,3468.1,Salud y educación,22.21064866998565,-98.39355113933517
79182,3200,0.353,9055.7,Alimentos y bebidas,22.21587523807089,-98.3634917302797
79190,3150,2.408,1308.2,Comercio,22.20754246922137,-98.37006372343136
79153,3200,1.212,2640.1,Alimentos y bebidas,22.21614757847617,-98.39772009169815
78710,3200,0.691,4633.7,Comercio,23.662136477981377,-100.64160268425753
78437,1164,4.071,285.9,Industria manufacturera,22.15941714548557,-100.91568505393684
78721,3200,0.006,571332.9,Servicios,23.632216694598068,-100.64028392282766
78726,3200,0.09,35394.0,Industria manufacturera,23.6662926878138,-100.65190297574479
78747,3200,0.137,23388.8,Comercio,23.67653180008196,-100.62692324774616
78414,614,57.095,10.8,Servicios,22.25699448499768,-100.96534712648707
78406,322,215.724,1.5,Comercio,22.392063484917745,-100.94916114386078
78759,3200,0.174,18429.6,Salud y educación,23.652108330852183,-100.65319080377454
78769,3200,0.022,143436.0,Industria manufacturera,23.652913583078508,-100.6401858255815
78420,756,17.548,43.1,Alimentos y bebidas,22.135316516686483,-100.85343478446283
